"user_id","n_valid_corr","neg_ratio","strong_neg_ratio_02","strong_neg_ratio_03","mean_corr"
"0",132,0.00757575757575758,0,0,0.444442558609557
"1",132,0.0303030303030303,0,0,0.424953687182541
"2",133,0.0225563909774436,0,0,0.312410057597781
"3",131,0.0458015267175573,0.00763358778625954,0,0.325496890185467
"4",131,0.0381679389312977,0.0152671755725191,0.0152671755725191,0.386718617007097
"5",133,0.037593984962406,0.0075187969924812,0,0.371774318640213
"6",131,0.0687022900763359,0.0152671755725191,0.0152671755725191,0.433574531063026
"7",133,0.0075187969924812,0,0,0.43322291722593
"8",132,0.0227272727272727,0,0,0.392170464143828
"9",127,0.015748031496063,0,0,0.405868882918061
"10",104,0.125,0.0576923076923077,0.0288461538461538,0.362453150718988
"11",132,0.053030303030303,0.00757575757575758,0,0.365850695528517
"12",131,0.0458015267175573,0,0,0.363651913255693
"13",19,0.0526315789473684,0.0526315789473684,0.0526315789473684,0.562862314852828
"14",30,0.2,0.133333333333333,0.0666666666666667,0.265936282526332
"15",67,0.194029850746269,0.134328358208955,0.119402985074627,0.247617500473263
"16",59,0.152542372881356,0.0847457627118644,0.0677966101694915,0.279004008483108
"17",98,0.0714285714285714,0.0306122448979592,0.0204081632653061,0.380654012607805
"18",96,0.239583333333333,0.104166666666667,0.0416666666666667,0.251327830280877
"19",54,0.222222222222222,0.0740740740740741,0.037037037037037,0.326050527436852
"20",131,0.198473282442748,0.0687022900763359,0.0458015267175573,0.181822085467326
"21",122,0.204918032786885,0.10655737704918,0.0737704918032787,0.232812645641762
"22",87,0.126436781609195,0.0574712643678161,0.0574712643678161,0.336251733029197
"23",64,0.15625,0.125,0.078125,0.351071852491419
"24",97,0.185567010309278,0.103092783505155,0.0721649484536082,0.249515435409453
"25",63,0.19047619047619,0.0952380952380952,0.0793650793650794,0.324037538472583
"26",129,0.13953488372093,0.0930232558139535,0.0465116279069767,0.303587469578572
"27",128,0.1171875,0.0546875,0.046875,0.306854179984746
"28",95,0.189473684210526,0.105263157894737,0.0631578947368421,0.278463919491432
"29",132,0.053030303030303,0.0151515151515152,0,0.412342363757795
"30",132,0.113636363636364,0.0303030303030303,0.0227272727272727,0.327110271842857
"31",104,0.201923076923077,0.115384615384615,0.0961538461538462,0.330129332169217
"32",51,0.137254901960784,0.0588235294117647,0.0588235294117647,0.39860635317084
"33",106,0.132075471698113,0.0471698113207547,0.0377358490566038,0.402433353810383
"34",58,0.224137931034483,0.137931034482759,0.103448275862069,0.261134499822419
"35",58,0.258620689655172,0.172413793103448,0.155172413793103,0.209850672045843
"36",98,0.0918367346938776,0.0408163265306122,0.0204081632653061,0.397910805189688
"37",69,0.347826086956522,0.173913043478261,0.0869565217391304,0.144913298954139
"38",110,0.172727272727273,0.0909090909090909,0.0818181818181818,0.356576956246609
"39",57,0.210526315789474,0.12280701754386,0.12280701754386,0.280794469121194
"40",73,0.10958904109589,0.0410958904109589,0.0273972602739726,0.466518746930559
"41",126,0.126984126984127,0.0476190476190476,0.0317460317460317,0.278815509892081
"42",79,0.227848101265823,0.177215189873418,0.151898734177215,0.24747937737368
"43",104,0.173076923076923,0.0961538461538462,0.0865384615384615,0.281214480044218
"44",84,0.297619047619048,0.142857142857143,0.0952380952380952,0.128631553886304
"45",68,0.132352941176471,0.0735294117647059,0.0588235294117647,0.444138350957581
"46",60,0.15,0.0666666666666667,0.05,0.380163220394134
"47",94,0.138297872340426,0.074468085106383,0.0638297872340425,0.32800590053186
"48",75,0.173333333333333,0.08,0.04,0.291296289570133
"49",105,0.0857142857142857,0.0380952380952381,0.0380952380952381,0.409991173086643
"50",107,0.186915887850467,0.0841121495327103,0.0654205607476635,0.295150326208618
"51",102,0.117647058823529,0.0392156862745098,0.0392156862745098,0.368654768083805
"52",98,0.102040816326531,0.0612244897959184,0.0408163265306122,0.380919301278394
"53",85,0.211764705882353,0.0941176470588235,0.0705882352941176,0.288539287788834
"54",43,0.209302325581395,0.116279069767442,0.0697674418604651,0.273888803874338
"55",64,0.046875,0,0,0.477537538531511
"56",90,0.155555555555556,0.0777777777777778,0.0666666666666667,0.21448565526025
"57",73,0.287671232876712,0.123287671232877,0.123287671232877,0.196405094575425
"58",126,0.26984126984127,0.103174603174603,0.0873015873015873,0.20155285344559
"59",76,0.131578947368421,0.0789473684210526,0.0394736842105263,0.288831475556569
"60",108,0.12962962962963,0.0555555555555556,0.0277777777777778,0.311286663483285
"61",54,0.37037037037037,0.259259259259259,0.203703703703704,0.128236909568157
"62",45,0.266666666666667,0.0888888888888889,0.0666666666666667,0.238118985949801
"63",47,0.0851063829787234,0.0425531914893617,0.0425531914893617,0.377774870080672
"64",73,0.164383561643836,0.0821917808219178,0.0821917808219178,0.374114693055263
"65",82,0.182926829268293,0.0853658536585366,0.0853658536585366,0.279466237568889
"66",76,0.197368421052632,0.0657894736842105,0.0657894736842105,0.261535418842269
"67",58,0.0862068965517241,0.0689655172413793,0.0689655172413793,0.465069302438608
"68",47,0.191489361702128,0.106382978723404,0.0638297872340425,0.30436955272535
"69",106,0.0849056603773585,0.0566037735849057,0.0471698113207547,0.434001277045382
"70",115,0.2,0.0869565217391304,0.0347826086956522,0.25737229095819
"71",59,0.101694915254237,0,0,0.443623013962074
"72",80,0.1625,0.1,0.0625,0.297837118596837
"73",88,0.147727272727273,0.0909090909090909,0.0681818181818182,0.395319209469761
"74",61,0.131147540983607,0.0983606557377049,0.0655737704918033,0.344069502885441
"75",127,0.181102362204724,0.031496062992126,0.0236220472440945,0.266965737445981
"76",74,0.256756756756757,0.135135135135135,0.0945945945945946,0.206633917019204
"77",46,0.347826086956522,0.173913043478261,0.0652173913043478,0.0963302751413103
"78",47,0.191489361702128,0.0638297872340425,0.0425531914893617,0.264534530479172
"79",57,0.0526315789473684,0.0350877192982456,0.0175438596491228,0.432776059697311
"80",58,0.155172413793103,0.0689655172413793,0.0344827586206897,0.35570034776259
"81",69,0.318840579710145,0.130434782608696,0.101449275362319,0.201170833431877
"82",108,0.222222222222222,0.0833333333333333,0.0648148148148148,0.220467556399819
"83",71,0.605633802816901,0.323943661971831,0.253521126760563,-0.0690554014109345
"84",70,0.4,0.185714285714286,0.114285714285714,0.0911953486913328
"85",67,0.194029850746269,0.0746268656716418,0.0447761194029851,0.271063429305498
"86",60,0.166666666666667,0.0666666666666667,0.0333333333333333,0.251452260673057
"87",40,0.25,0.075,0.075,0.223727406414401
"88",64,0.15625,0.078125,0.0625,0.304797866431333
"89",65,0.430769230769231,0.230769230769231,0.2,0.0634544752324527
"90",60,0.2,0.0666666666666667,0.05,0.344566874179159
"91",109,0.256880733944954,0.119266055045872,0.055045871559633,0.20691737261626
"92",100,0.21,0.12,0.08,0.257631758403567
"93",39,0.358974358974359,0.205128205128205,0.102564102564103,0.0880741715616106
"94",64,0.203125,0.0625,0.046875,0.293892031686762
"95",80,0.275,0.15,0.1,0.241667435439165
"96",101,0.247524752475248,0.108910891089109,0.0693069306930693,0.247472968007125
"97",49,0.346938775510204,0.163265306122449,0.142857142857143,0.108037183268139
"98",60,0.0833333333333333,0.0333333333333333,0.0166666666666667,0.403614745948622
"99",53,0.169811320754717,0.0943396226415094,0.0566037735849057,0.332146937029818
"100",89,0.247191011235955,0.112359550561798,0.0674157303370786,0.235435438704294
"101",93,0.172043010752688,0.0752688172043011,0.0537634408602151,0.29284945901003
"102",61,0.229508196721311,0.114754098360656,0.114754098360656,0.217004330202866
"103",92,0.326086956521739,0.16304347826087,0.130434782608696,0.106340490414301
"104",112,0.178571428571429,0.0892857142857143,0.0625,0.282000067848612
"105",69,0.159420289855072,0.0579710144927536,0.0579710144927536,0.318383443799578
"106",47,0.127659574468085,0.0638297872340425,0.0638297872340425,0.327589826554894
"107",110,0.2,0.1,0.0545454545454545,0.241997792613371
"108",67,0.477611940298507,0.238805970149254,0.164179104477612,0.0724987249068024
"109",74,0.148648648648649,0.0540540540540541,0.0405405405405405,0.3781352618426
"110",91,0.208791208791209,0.0659340659340659,0.0549450549450549,0.303273525239867
"111",96,0.1875,0.0729166666666667,0.0520833333333333,0.283250907728714
"112",94,0.170212765957447,0.0319148936170213,0.0212765957446809,0.256544479448631
"113",83,0.265060240963855,0.204819277108434,0.144578313253012,0.109104555184543
"114",67,0.26865671641791,0.17910447761194,0.119402985074627,0.147182537001089
"115",57,0.175438596491228,0.0701754385964912,0.0526315789473684,0.261780879230529
"116",76,0.105263157894737,0.0657894736842105,0.0526315789473684,0.425144623874141
"117",104,0.307692307692308,0.163461538461538,0.125,0.165339937528222
"118",76,0.302631578947368,0.210526315789474,0.131578947368421,0.169227166567249
"119",54,0.203703703703704,0.12962962962963,0.0555555555555556,0.295997220510058
"120",50,0.12,0.04,0.02,0.357712096127692
"121",43,0.0697674418604651,0.0465116279069767,0.0232558139534884,0.387854343133884
"122",70,0.171428571428571,0.114285714285714,0.1,0.347377165196188
"123",61,0.278688524590164,0.163934426229508,0.0983606557377049,0.243534300720175
"124",75,0.0533333333333333,0.04,0.0266666666666667,0.487261238132381
"125",77,0.142857142857143,0.103896103896104,0.0649350649350649,0.37590206045626
"126",73,0.0821917808219178,0.0136986301369863,0.0136986301369863,0.519282479323003
"127",72,0.25,0.0972222222222222,0.0972222222222222,0.181378470020089
"128",95,0.157894736842105,0.0842105263157895,0.0526315789473684,0.344389794246509
"129",94,0.170212765957447,0.0638297872340425,0.0212765957446809,0.361740879423016
"130",53,0.188679245283019,0.113207547169811,0.0566037735849057,0.361719457889815
"131",53,0.245283018867925,0.188679245283019,0.132075471698113,0.204243604981524
"132",53,0.207547169811321,0.0754716981132075,0.0377358490566038,0.245503319336378
"133",62,0.161290322580645,0.0483870967741935,0.0483870967741935,0.25643972322227
